Код;Наименование;Уровень1;Уровень2;Уровень3;Цена;ЦенаСП;Количество;Поля свойств;Совместные покупки;Единица измерения;Картинка;Выводить на главной;Описание,,,,,,,,,,,,,,,,,,,,,,
ДХ1808;Гомогенный линолеум iQ MONOLIT CMONI-925-200 2 м;Напольные покрытия;Гомогенное покрытие;;1029,80;1008,"12;0.01;;;""м2"";MONOLITCMONI-925;0;",,,,,,,,,,,,,,,,,,,,
ДХ1809;Гомогенный линолеум iQ MONOLIT CMONI-926-200 2 м;Напольные покрытия;Гомогенное покрытие;;1029,80;1008,"12;0.01;;;""м2"";MONOLITCMONI-926;0;",,,,,,,,,,,,,,,,,,,,
ДХ1810;Гомогенный линолеум iQ MONOLIT CMONI-927-200 2 м;Напольные покрытия;Гомогенное покрытие;;1029,80;1008,"12;0.01;;;""м2"";MONOLITCMONI-927;0;",,,,,,,,,,,,,,,,,,,,
ДХ1811;Гомогенный линолеум iQ MONOLIT CMONI-930-200 2 м;Напольные покрытия;Гомогенное покрытие;;1029,80;1008,"12;0.01;;;""м2"";MONOLITCMONI-930;0;",,,,,,,,,,,,,,,,,,,,
ДХ1812;Гомогенный линолеум iQ MONOLIT CMONI-931-200 2 м;Напольные покрытия;Гомогенное покрытие;;1029,80;1008,"12;0.01;;;""м2"";MONOLITCMONI-931;0;",,,,,,,,,,,,,,,,,,,,
ДХ1813;Гомогенный линолеум iQ ZENITH CZENI-700-200 2 м;Напольные покрытия;Гомогенное покрытие;;758,10;742,"14;0.01;;;""м2"";ZENITHCZENI-700;0;",,,,,,,,,,,,,,,,,,,,
ДХ1814;Гомогенный линолеум iQ ZENITH CZENI-702-200 2 м;Напольные покрытия;Гомогенное покрытие;;758,10;742,"14;0.01;;;""м2"";ZENITHCZENI-702;0;",,,,,,,,,,,,,,,,,,,,
ДХ1815;Гомогенный линолеум iQ ZENITH CZENI-704-200 2 м;Напольные покрытия;Гомогенное покрытие;;758,10;742,"14;0.01;;;""м2"";ZENITHCZENI-704;0;",,,,,,,,,,,,,,,,,,,,
ДХ1816;Гомогенный линолеум iQ ZENITH CZENI-705-200 2 м;Напольные покрытия;Гомогенное покрытие;;758,10;742,"14;0.01;;;""м2"";ZENITHCZENI-705;0;",,,,,,,,,,,,,,,,,,,,
ДХ1817;Гомогенный линолеум iQ ZENITH CZENI-706-200 2 м;Напольные покрытия;Гомогенное покрытие;;758,10;742,"14;0.01;;;""м2"";ZENITHCZENI-706;0;",,,,,,,,,,,,,,,,,,,,
ДХ1818;Гомогенный линолеум iQ ZENITH CZENI-708-200 2 м;Напольные покрытия;Гомогенное покрытие;;758,10;742,"14;0.01;;;""м2"";ZENITHCZENI-708;0;",,,,,,,,,,,,,,,,,,,,
ДХ1819;Гомогенный линолеум iQ ZENITH CZENI-712-200 2 м;Напольные покрытия;Гомогенное покрытие;;758,10;742,"14;0.01;;;""м2"";ZENITHCZENI-712;0;",,,,,,,,,,,,,,,,,,,,
ДХ1820;Гомогенный линолеум Primo PLUS CPRPI-301-200 2 м;Напольные покрытия;Гомогенное покрытие;;698,25;683,"55;0.01;;;""м2"";CPRPI-301;0;",,,,,,,,,,,,,,,,,,,,
ДХ1821;Гомогенный линолеум Primo PLUS CPRPI-302-200 2 м;Напольные покрытия;Гомогенное покрытие;;698,25;683,"55;0.01;;;""м2"";CPRPI-302;0;",,,,,,,,,,,,,,,,,,,,
ДХ1822;Гомогенный линолеум Primo PLUS CPRPI-303-200 2 м;Напольные покрытия;Гомогенное покрытие;;698,25;683,"55;0.01;;;""м2"";CPRPI-303;0;",,,,,,,,,,,,,,,,,,,,
ДХ1823;Гомогенный линолеум Primo PLUS CPRPI-304-200 2 м;Напольные покрытия;Гомогенное покрытие;;698,25;683,"55;0.01;;;""м2"";CPRPI-304;0;",,,,,,,,,,,,,,,,,,,,
ДХ1824;Гомогенный линолеум Primo PLUS CPRPI-305-200 2 м;Напольные покрытия;Гомогенное покрытие;;698,25;683,"55;0.01;;;""м2"";CPRPI-305;0;",,,,,,,,,,,,,,,,,,,,
ДХ1827;Гомогенный линолеум Primo PLUS CPRPI-306-200 2 м;Напольные покрытия;Гомогенное покрытие;;698,25;683,"55;0.01;;;""м2"";CPRPI-306;0;",,,,,,,,,,,,,,,,,,,,
ДХ1828;Гомогенный линолеум Primo PLUS CPRPI-307-200 2 м;Напольные покрытия;Гомогенное покрытие;;698,25;683,"55;0.01;;;""м2"";CPRPI-307;0;",,,,,,,,,,,,,,,,,,,,
ДХ1829;Гомогенный линолеум Primo PLUS CPRPI-308-200 2 м;Напольные покрытия;Гомогенное покрытие;;698,25;683,"55;0.01;;;""м2"";CPRPI-308;0;",,,,,,,,,,,,,,,,,,,,
ДХ1830;Гомогенный линолеум Primo PLUS CPRPI-309-200 2 м;Напольные покрытия;Гомогенное покрытие;;698,25;683,"55;0.01;;;""м2"";CPRPI-309;0;",,,,,,,,,,,,,,,,,,,,
ДХ1831;Гомогенный линолеум Primo PLUS CPRPI-310-200 2 м;Напольные покрытия;Гомогенное покрытие;;698,25;683,"55;0.01;;;""м2"";CPRPI-310;0;",,,,,,,,,,,,,,,,,,,,
ДХ1832;Гомогенный линолеум Primo PLUS CPRPI-311-200 2 м;Напольные покрытия;Гомогенное покрытие;;698,25;683,"55;0.01;;;""м2"";CPRPI-311;0;",,,,,,,,,,,,,,,,,,,,
ДХ1834;Гомогенный линолеум Primo PLUS CPRPI-312-200 2 м;Напольные покрытия;Гомогенное покрытие;;698,25;683,"55;0.01;;;""м2"";CPRPI-312;0;",,,,,,,,,,,,,,,,,,,,
ДХ1835;Гомогенный линолеум Primo PLUS CPRPI-313-200 2 м;Напольные покрытия;Гомогенное покрытие;;698,25;683,"55;0.01;;;""м2"";CPRPI-313;0;",,,,,,,,,,,,,,,,,,,,
ДХ1836;Гомогенный линолеум Primo PLUS CPRPI-314-200 2 м;Напольные покрытия;Гомогенное покрытие;;698,25;683,"55;0.01;;;""м2"";CPRPI-314;0;",,,,,,,,,,,,,,,,,,,,
ДХ1837;Гомогенный линолеум Primo PLUS CPRPI-315-200 2 м;Напольные покрытия;Гомогенное покрытие;;698,25;683,"55;0.01;;;""м2"";CPRPI-315;0;",,,,,,,,,,,,,,,,,,,,
ДХ1838;Гомогенный линолеум Primo PLUS CPRPI-316-200 2 м;Напольные покрытия;Гомогенное покрытие;;698,25;683,"55;0.01;;;""м2"";CPRPI-316;0;",,,,,,,,,,,,,,,,,,,,
Б0002360;Керамический гранит ST-02 30х30 (1,53м2/уп.);Напольные покрытия;Керамогранит;ESTIMA;326,80;319,"95;0.09;;;""м2"";;0;",,,,,,,,,,,,,,,,,,,
ДХ1360;Ламинат Extravagant Dyn  33678 старый Дуб Бриони;Напольные покрытия;Ламинат Classen;;1197,95;1172,"73;0.01;;;""м2"";;0;",,,,,,,,,,,,,,,,,,,,
ДХ1359;Ламинат Extravagant Dyn  33679 старый Дуб Гвиана;Напольные покрытия;Ламинат Classen;;1197,95;1172,"73;0.01;;;""м2"";;0;",,,,,,,,,,,,,,,,,,,,
ДХ1357;Ламинат Extravagant Dyn  33680 старый Дуб Поллино;Напольные покрытия;Ламинат Classen;;1197,95;1172,"73;0.01;;;""м2"";;0;",,,,,,,,,,,,,,,,,,,,
ДХ1358;Ламинат Extravagant Dyn  33704 старый Дуб Маремма;Напольные покрытия;Ламинат Classen;;1197,95;1172,"73;0.01;;;""м2"";;0;",,,,,,,,,,,,,,,,,,,,
ДХ1366;Ламинат Force 33916 Дуб Спрингфилд;Напольные покрытия;Ламинат Classen;;1111,50;1088,"10;0.01;;;""м2"";;0;",,,,,,,,,,,,,,,,,,,,
ДХ1367;Ламинат Force 33917 Дуб Андерсон;Напольные покрытия;Ламинат Classen;;1111,50;1088,"10;0.01;;;""м2"";;0;",,,,,,,,,,,,,,,,,,,,
ДХ1370;Ламинат Force 33918 Дуб Эванс;Напольные покрытия;Ламинат Classen;;1111,50;1088,"10;0.01;;;""м2"";;0;",,,,,,,,,,,,,,,,,,,,
ДХ1368;Ламинат Force 33921 Дуб Мэнсин;Напольные покрытия;Ламинат Classen;;1111,50;1088,"10;0.01;;;""м2"";;0;",,,,,,,,,,,,,,,,,,,,
ДХ1369;Ламинат Force 33922 Дуб Бонанза;Напольные покрытия;Ламинат Classen;;1111,50;1088,"10;0.01;;;""м2"";;0;",,,,,,,,,,,,,,,,,,,,
ДХ1319;Ламинат Joy ML 29399 Махагон;Напольные покрытия;Ламинат Classen;;985,15;964,"41;0.01;;;""м2"";;0;",,,,,,,,,,,,,,,,,,,,
ДХ1321;Ламинат Joy ML 29615 Дуб Невада;Напольные покрытия;Ламинат Classen;;985,15;964,"41;0.01;;;""м2"";;0;",,,,,,,,,,,,,,,,,,,,
ДХ1320;Ламинат Joy ML 29619 Дуб элегант;Напольные покрытия;Ламинат Classen;;985,15;964,"41;0.01;;;""м2"";;0;",,,,,,,,,,,,,,,,,,,,
ДХ1318;Ламинат Joy ML 29626 Дуб Пиренейский;Напольные покрытия;Ламинат Classen;;985,15;964,"41;0.01;;;""м2"";;0;",,,,,,,,,,,,,,,,,,,,
ДХ1322;Ламинат Natural Prestige 10мм 26361 Дуб Стратфорд 33 кл.;Напольные покрытия;Ламинат Classen;;1382,25;1353,"15;0.01;;;""м2"";;0;",,,,,,,,,,,,,,,,,,,,
ДХ1325;Ламинат Natural Prestige 10мм 26382 Дуб Оксфорд 33 кл.;Напольные покрытия;Ламинат Classen;;1382,25;1353,"15;0.01;;;""м2"";;0;",,,,,,,,,,,,,,,,,,,,
ДХ1327;Ламинат Natural Prestige 10мм 26384 Дуб Луизиана 33 кл.;Напольные покрытия;Ламинат Classen;;1382,25;1353,"15;0.01;;;""м2"";;0;",,,,,,,,,,,,,,,,,,,,
ДХ1323;Ламинат Natural Prestige 10мм 26385 Дуб Шабли 33 кл.;Напольные покрытия;Ламинат Classen;;1382,25;1353,"15;0.01;;;""м2"";;0;",,,,,,,,,,,,,,,,,,,,
